,adult,budget,id,imdb_id,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,vote_average,vote_count,collectionName,Thriller,TV Movie,Documentary,Mystery,Fantasy,Drama,Romance,Animation,History,Comedy,Adventure,War,Foreign,Crime,Family,Western,Science Fiction,Music,Action,Horror,homepagepresent,z_score_popularity,outliers,score,producer1,producer2,Totallanguages,profit
8942,0.0,10000000.0,9569,tt0099739,en,hard to kill,"mason storm, a 'go it alone' cop, is gunned down at home. the intruders kill his wife, and think they've killed both mason and his son too. mason is secretly taken to a hospital where he spends several years in a coma. his son meanwhile is growing up thinking his father is dead. when mason wakes up, everyone is in danger - himself, his son, his best friend, his nurse - but most of all those who arranged for his death",7.176601,1990-02-09,47410000,96.0,Released,5.6,141.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7080406707791405,False,789.5999999999999,warner bros.,no producer,1,3.741
8943,0.0,40000000.0,22189,tt0099747,en,havana,"an american professional gambler named jack weil (redford) decides to visit havana, cuba to gamble. on the boat to havana, he meets roberta duran (olin), the wife of a revolutionary, arturo (julia). shortly after their arrival, arturo is taken away by the secret police, and roberta is captured and tortured. jack frees her, but she continues to support the revolution.",8.62,1990-12-11,9243140,144.0,Released,5.5,20.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.1958645110029327,False,110.0,universal pictures,mirage films,2,-0.7689215
8948,0.0,6000000.0,9399,tt0100029,en,lionheart,"lyon gaultier is a deserter in the foreign legion arriving in the usa entirely hard up. he finds his brother between life and death and his sister-in-law without the money needed to heal her husband and to maintain her child. to earn the money needed, gaultier decides to take part in some very dangerous clandestine fights.",4.619068,1990-06-07,24078196,105.0,Released,5.9,179.0,independent Movie,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.28236486302020974,False,1056.1000000000001,universal pictures,imperial filmproduktion,1,3.0130326666666667
8965,0.0,4000000.0,58648,tt0101597,en,closet land,"a young writer is interrogated by a sadistic secret policeman. she is accused of embedding political messages in her children's stories. the entire movie takes place in one room, with only the two actors. the movie is set in an unidentified, modern police state.",1.456755,1991-03-06,259012,94.0,Released,6.6,11.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.24397053154227222,False,72.6,imagine entertainment,universal pictures,1,-0.935247
8968,0.0,17000000.0,25330,tt0101786,en,dutch,"to get to know his girlfriend's son, a man volunteers to pick him up from a prep school....only to learn that her son's not the nicest kid.",8.237799,1991-07-19,4603929,107.0,Released,6.4,66.0,independent Movie,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8846664722222352,False,422.40000000000003,twentieth century fox film corporation,hughes entertainment,1,-0.7291806470588236
8978,0.0,13000000.0,34376,tt0102395,en,mannequin two: on the move,"although jason works as a department store clerk, he is also a reincarnated prince. long ago, his beloved jessie was snatched away from him by an evil wizard who used his powers to transform her into wooden statue. now jessie is in jason's department store as a mannequin. when he encounters her, she awakens from her thousand-year sleep. they quickly revive their romance, but the evil wizard has been reincarnated as well, and he's up to no good.",2.62835,1991-01-07,3752426,95.0,Released,4.6,28.0,Mannequin Collection,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.04897025276138269,False,128.79999999999998,gladden entertainment,no producer,1,-0.7113518461538462
8982,0.0,14000000.0,14362,tt0102614,en,out for justice,"gino felino (steven seagal) is an nypd detective from brooklyn who knows everyone and everything in his neighborhood. killing his partner was someone's mistake, because he's now out for justice.",6.892056,1991-04-12,39673161,91.0,Released,5.9,113.0,independent Movie,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.6606809992836936,False,666.7,warner bros.,arnold kopelson productions,3,1.8337972142857142
9002,0.0,17000000.0,19143,tt0104107,en,diggstown,"gabriel caine has just been released from prison when he sets up a bet with a business man. the business man owns most of a boxing-mad town called diggstown. the bet is that gabe can find a boxer that will knock out 10 diggstown men, in a boxing ring, within 24 hours. ""honey"" roy palmer is that man - although at 48, many say he is too old.",3.622179,1992-08-14,4836637,98.0,Released,6.5,31.0,independent Movie,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.11644265192029707,False,201.5,metro-goldwyn-mayer (mgm),eclectic films,1,-0.7154919411764706
9029,0.0,8000000.0,12088,tt0106950,en,fortress,a futuristic prison movie. protagonist and wife are nabbed at a future us emigration point with an illegal baby during population control. the resulting prison experience is the subject of the movie. the prison is a futuristic one run by a private corporation bent on mind control in various ways,5.970749,1992-09-30,6739141,95.0,Released,5.7,171.0,Fortress Collection,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5073386567141325,False,974.7,village roadshow pictures,davis entertainment,1,-0.157607375
9031,0.0,18000000.0,48706,tt0107277,en,josh and s.a.m.,"josh and sam are two brothers facing change, their mother is about to marry a french accountant and the kids are sent to go live with their father in florida. meanwhile josh tells sam that he is a ""s.a.m."" that is going to be sent to africa to fight in a war and that canada is a safe haven for any s.a.m. unwilling to fight. the cross-country journey begins when the 2 boys think they killed a drunk and steal his car en route to canada where they encounter the liberty maid. will josh &amp; s.a.m. make it to canada or will they wish they should have never left home.",0.768367,1993-11-24,1528163,96.0,Released,5.0,4.0,independent Movie,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,-0.35854583436399723,False,20.0,columbia pictures,new line cinema,1,-0.9151020555555556
9036,0.0,5000000.0,35610,tt0107819,en,philadelphia experiment ii,"it is several years after the events of the first movie, and david herdeg (the survivor of the philadelphia experiment from the first film) and allison (the woman from 1984 he fell in love with) have married and have a child. david awakes, in agony, to a changed world. germany won world war ii and the united states is now about to mark 50 years as a nazi conquest.",1.155075,1993-11-12,2970,97.0,Released,5.0,15.0,The Philadelphia Experiment - Collezione,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.2941821525398172,False,75.0,trimark pictures,no producer,2,-0.999406
9118,0.0,20000000.0,5470,tt0120604,en,beowulf,"beowulf is a wanderer who learns about a man-eating creature called grendel which comes in the night to devour warriors trapped at the outpost. the outpost is ruled by hrothgar. he has a daughter, whose husband may have been murdered by the outpost's master of arms",7.745765,1999-04-01,1531251,95.0,Released,4.4,52.0,independent Movie,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0.8027723303304755,False,228.8,ctv international,no producer,2,-0.92343745
9141,0.0,891000.0,41227,tt0145394,en,a place called chiapas,"on january 1, 1994, the zapatista national liberation army--made up of impoverished mayan indians from the state of chiapas--took over five towns and 500 ranches in southern mexico. the government deployed its troops, and at least 145 people died in the ensuing battle. fighting for indigenous mexicans to regain control over their lives and the land, the zapatistas and their charismatic leader, guerilla poet subcomandante marcos, began sending their message to the world via the internet. the result was what the new york times called ""the world’s first postmodern revolution."" years into the uprising, filmmaker nettie wild traveled to the jungle canyons of southern mexico to film the elusive and fragile life of the rebellion. her camera effectively and movingly captures the personal stories behind a very public clash of traditional culture and globalization.",0.179246,1998-02-20,229000,89.0,Rumored,6.9,5.0,independent Movie,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.4565991371142449,False,34.5,no producer,no producer,2,-0.7429854096520763
9161,0.0,5200000.0,21210,tt0164538,hi,दिल से,the clash between love and ideology is portrayed in this love story between a radio executive and a beautiful revolutionary.,1.891138,1998-08-22,13000000,163.0,Released,6.7,29.0,independent Movie,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,-0.1716718224340231,False,194.3,varma corporation,india talkies,3,1.5
9173,0.0,1530000.0,11854,tt0172684,hi,kuch kuch hota hai,"anjali is left heartbroken when her best friend and secret crush, rahul, falls in love with tina. years later, tina's young daughter tries to fulfil her mother's last wish of uniting rahul and anjali.",6.441119,1998-10-16,15306000,185.0,Released,7.5,93.0,independent Movie,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5856270423168083,False,697.5,no producer,no producer,1,9.003921568627451
9211,0.0,12000000.0,844,tt0212712,zh,2046,"2046 is the sequel to wong kar-wais’ successful box-office hit in the mood for love. a film about affairs, ending relationships, and a shared love for kung-fu novels as the main character, chow, writes his own novel and reflects back on his favorite love su.",7.157169,2004-05-20,19271312,129.0,Released,6.9,208.0,Wong Kar-Wai's Informal Collection,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.7048064085833559,False,1435.2,paradis films,orly films,3,0.6059426666666666
9279,0.0,25697387.0,11847,tt0271946,cn,特務迷城,a fun-filled story about an ordinary guy about to kick into an action-packed adventure. jackie chan plays a bored and unsuccessful salesman who never thought his life would amount to anything. all that changes one day when he becomes an instant hero by foiling an attempted bank robbery.,3.136813,2001-01-18,3849941,87.0,Released,5.9,120.0,independent Movie,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.03565833198826833,False,708.0,no producer,no producer,6,-0.8501816157417095
9322,0.0,2079000.0,14752,tt0292490,en,dil chahta hai,"three inseparable childhood friends are just out of college. nothing comes between them - until they each fall in love, and their wildly different approaches to relationships creates tension.",4.558793,2001-07-24,4099000,183.0,Released,7.1,71.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.2723326916610641,False,504.09999999999997,excel entertainment,no producer,3,0.9716209716209716
9343,0.0,4000000.0,4689,tt0310775,ko,복수는 나의 것,"this is the story of ryu, a deaf man, and his sister, who requires a kidney transplant. ryu's boss, park, has just laid him off, and in order to afford the transplant, ryu and his girlfriend develop a plan to kidnap park's daughter. things go horribly wrong, and the situation spirals rapidly into a cycle of violence and revenge.",6.314697,2002-03-29,1954937,121.0,Released,7.3,302.0,The Vengeance Collection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.5645853638835292,False,2204.6,cj entertainment,studio box,1,-0.51126575
9352,0.0,80000000.0,10077,tt0318081,en,a sound of thunder,"when a hunter sent back to the prehistoric era runs off the path he must not leave, he causes a chain reaction that alters history in disastrous ways.",4.980191,2005-05-15,5989640,110.0,Released,4.8,111.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.34247017729194273,False,532.8,epsilon motion pictures,franchise pictures,2,-0.9251295
9392,0.0,140000000.0,11774,tt0339291,en,lemony snicket's a series of unfortunate events,"three wealthy children's parents are killed in a fire. when they are sent to a distant relative, they find out that he is plotting to kill them and seize their fortune.  this movie is extremely alarming, an expression which here means ""a thrilling misadventure involving three ingenious orphans and a villainous actor named count olaf (jim carrey) who wants their enormous fortune.""  it includes a suspicious fire, delicious pasta, jim carrey, poorly behaved looches, billy connolly, an incredibly deadly viper, meryl streep, and the voice of an imposter named jude law.",8.62,2004-12-16,209073645,108.0,Released,6.7,1521.0,independent Movie,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1.6469859997528031,False,10190.7,paramount pictures,scott rudin productions,1,0.49338317857142855
9406,0.0,12000000.0,16635,tt0349260,en,country of my skull,an american reporter and an afrikaans poet meet and fall in love while covering south africa's truth and reconciliation commission hearings.,1.14196,2004-05-04,163536,103.0,Released,7.1,7.0,independent Movie,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,-0.29636501321796227,False,49.699999999999996,chartoff productions,merlin films,2,-0.986372
9411,0.0,5000000.0,12496,tt0351817,ja,tasogare seibei,"seibei iguchi leads a difficult life as a low ranking samurai at the turn of the nineteenth century. a widower with a meager income, seibei struggles to take care of his two daughters and senile mother. new prospects seem to open up when the beautiful tomoe, a childhood friend, comes back into he and his daughters' life, but as the japanese feudal system unravels, seibei is still bound by the code of honor of the samurai and by his own sense of social precedence. how can he find a way to do what is best for those he loves?",4.281103,2002-11-02,7338987,129.0,Released,7.5,95.0,Samurai Trilogy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.22611396640646234,False,712.5,shochiku company,no producer,1,0.4677974
9418,0.0,8256269.0,14527,tt0356614,en,foolproof,"kevin, sam and rob have an unusual hobby: planning foolproof heists, without intending to actually perform them. the game goes wrong when their latest plan is stolen and carried out. things get even worse when a mysterious man approaches them with an offer: plan a heist for him, or go to jail. as the clock ticks, they find that the risk might be higher than just their freedom.",7.474007,2003-10-03,460978,97.0,Released,6.3,49.0,independent Movie,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.7575409271912191,False,308.7,alliance atlantis communications,téléfilm canada,1,-0.9441663056278811
9430,0.0,3000000.0,670,tt0364569,ko,올드보이,"with no clue how he came to be imprisoned, drugged and tortured for 15 years, a desperate businessman seeks revenge on his captors.",8.62,2003-01-01,14980005,120.0,Released,8.0,2000.0,The Vengeance Collection,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.2806372327977436,False,16000.0,egg films,show east,1,3.993335
9441,0.0,29000000.0,9667,tt0366627,en,the jacket,"a military veteran goes on a journey into the future, where he can foresee his death and is left with questions that could save his life and those he loves.",8.62,2005-03-04,21126225,103.0,Released,6.8,459.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5261756878678685,False,3121.2,section eight,mandalay pictures,1,-0.2715094827586207
9451,0.0,12806000.0,1913,tt0369702,es,mar adentro,"the sea inside is about spaniard ramón sampedro, who fought a 30-year campaign to win the right to end his life with dignity. it is the story of ramón’s relationships with two women: julia a lawyer who supports his cause, and rosa, a local woman who wants to convince him that life is worth living.",8.62,2004-09-03,38535221,125.0,Released,7.2,224.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.959849104353109,False,1612.8,canal plus,sogecine,2,2.0091535998750585
9453,0.0,80000000.0,2539,tt0371246,en,spanglish,"mexican immigrant and single mother flor moreno finds housekeeping work with deborah and john clasky, a well-off couple with two children of their own. when flor admits she can't handle the schedule because of her daughter, cristina, deborah decides they should move into the clasky home. cultures clash and tensions run high as flor and the claskys struggle to share space while raising their children on their own, and very different, terms.",8.62,2004-12-17,55041367,130.0,Released,5.8,375.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.3781552644888289,False,2175.0,gracie films,columbia pictures corporation,2,-0.3119829125
9460,0.0,80000000.0,179,tt0373926,en,the interpreter,"after silvia broome, an interpreter at united nations headquarters, overhears plans of an assassination, an american secret service agent is sent to investigate.",8.62,2005-04-08,162944923,128.0,Released,6.2,400.0,independent Movie,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.5187815906031643,False,2480.0,universal pictures,studiocanal,3,1.0368115375
9461,0.0,130000.0,83,tt0374102,en,open water,"two divers are left out at sea without a boat. there’s nothing but water for miles, unless they look at what’s underneath them...",8.62,2004-08-06,54667954,79.0,Released,5.3,320.0,Open Water Collection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1.2866222489720034,False,1696.0,plunge pictures llc,no producer,1,50.0
9469,0.0,6500000.0,4836,tt0375912,en,layer cake,"when a seemingly straight-forward drug deal goes awry, xxxx has to break his die-hard rules and turn up the heat, not only to outwit the old regime and come out on top, but to save his own skin...",8.62,2004-09-30,11850214,105.0,Released,7.0,565.0,independent Movie,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.1184173131903705,False,3955.0,sony pictures classics,marv films,2,0.8231098461538462
9473,0.0,45000000.0,11866,tt0377062,en,flight of the phoenix,"when an amacor oil rig in the gobi desert of mongolia proves unproductive, captain frank towns and copilot ""a.j."" are sent to shut the operation down. however, on their way to beijing, a major dust storm forces them to ditch their c-119 flying boxcar in an uncharted area of the desert.",8.62,2004-12-17,21009180,113.0,Released,5.7,282.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.08252387718479,False,1607.4,twentieth century fox film corporation,davis entertainment,1,-0.5331293333333333
9474,0.0,500000.0,12281,tt0377091,en,mean creek,"teenagers living in small-town oregon take a boat trip for a birthday celebration. when they get an idea to play a mean trick on the town bully, it suddenly goes too far. soon they're forced to deal with the unexpected consequences of their actions.",8.62,2004-01-15,603943,90.0,Released,6.9,110.0,independent Movie,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.5821283239909385,False,759.0,whitewater films,no producer,1,0.207886
9475,0.0,50000000.0,10320,tt0377109,en,the ring two,rachel keller must prevent evil samara from taking possession of her son's soul.,8.62,2005-03-17,161451538,110.0,Released,5.5,646.0,The Ring Collection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.2029347330554243,False,3553.0,dreamworks,benderspink,1,2.22903076
9477,0.0,10000000.0,30973,tt0377992,en,the visual bible: the gospel of john,a word for word depiction of the life of jesus christ from the good news translation bible as recorded in the gospel of john.,1.551648,2003-09-11,4069090,125.0,Released,8.2,12.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.22817654005685709,False,98.39999999999999,gospel of john ltd.,toronto film studios,1,-0.593091
9484,0.0,700000.0,62276,tt0381936,ru,бумер,"corrupt cops, street gangs, ""bratki"" in ""bummers"" (bmws) steal and ""merins"" (mercedeses), angry truck drivers, beautiful women and death are what four friends in a black bummer who go on a mission from one region of russia to another are about to face in the wasteland of small-town russia. a critique of the policies of boris yeltsin, it depicted the economic crisis that followed russia's transition towards a free market economy, and with it, a lost generation, with no job security, who are pushed into a world of crime and rebellion. despite a modest budget of us$700,000, and a limited cinematic release, it became a national hit in russia as well its soundtrack, popularized by 'seryoga's' (серёга) music video ""чёрный бумер"" (""black bummer""). both the film and its soundtrack have won awards, including the prestigious golden aries from the russian guild of film critics.",1.400186,2003-08-02,1600000,110.0,Released,6.0,18.0,Bummer Collection,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,-0.25338587623933573,False,108.0,ctb film company,pygmalion production,1,1.2857142857142858
9488,0.0,8000000.0,20912,tt0384533,en,she hate me,"fired from his job, a former executive turns to impregnating wealthy lesbians for profit.",5.126696,2004-07-30,365134,138.0,Released,5.1,29.0,independent Movie,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.3668544703648854,False,147.89999999999998,40 acres & a mule filmworks,no producer,3,-0.95435825
9498,0.0,350000.0,1392,tt0388789,en,born into brothels,"the academy award winning documentary depicting the lives of child prostitutes in the red light district of songachi, calcutta. director zana briski went to photograph the prostitutes when she met and became friends with their children. briski began giving photography lessons to the children and became aware that their photography might be a way for them to lead better lives.",2.96237,2004-12-08,3515061,85.0,Released,6.7,61.0,independent Movie,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.006624038028858529,False,408.7,hbo/cinemax documentary,thinkfilm,2,9.043031428571428
9501,0.0,2600000.0,291,tt0389326,en,riding giants,riding giants is story about big wave surfers who have become heroes and legends in their sport. directed by the skateboard guru stacy peralta.,2.203949,2004-07-09,3166000,105.0,Released,7.6,23.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.11960755773015457,False,174.79999999999998,no producer,no producer,1,0.21769230769230768
9510,0.0,8700000.0,3509,tt0405296,en,a scanner darkly,an undercover cop in a not-too-distant future becomes involved with a dangerous new drug and begins to lose his own identity as a result.,8.62,2006-05-25,7659918,100.0,Released,6.8,540.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.4514324743921079,False,3672.0,thousand words,warner independent pictures (wip),1,-0.1195496551724138
9511,0.0,6000000.0,11662,tt0405821,ja,キャシャーン,"fifty years of war between the great eastern federation and europa - now merged as eurasia - have taken their toll on planet earth. as a result of the use of biological, chemical and nuclear weapons, much of earth has become uninhabitable and people have become prey to new diseases. professor azuma's ""neo-cell"" project, which is supposed to be the answer to mankind's hardships, becomes a nightmare come true when mutants spawned from the experiment escape and declare war on the human race. azuma's son tetsuya, who was killed during the previous war, is reborn into the cyborg casshern as mankind's last hope against the new mutant threat. this live-action sci-fi movie based on a 1973 japanese animé of the same name.",4.664474,2004-04-24,1530216,141.0,Released,5.7,74.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.28992223793075905,False,421.8,no producer,no producer,2,-0.744964
9522,0.0,30000000.0,70,tt0405159,en,million dollar baby,"despondent over a painful estrangement from his daughter, trainer frankie dunn isn't prepared for boxer maggie fitzgerald to enter his life. but maggie's determined to go pro and to convince dunn and his cohort to help her.",8.62,2004-12-15,216763646,132.0,Released,7.7,2519.0,independent Movie,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.92218256592467,False,19396.3,lakeshore entertainment,malpaso productions,2,6.2254548666666665
9529,0.0,17500000.0,205,tt0395169,en,hotel rwanda,"inspired by true events, this film takes place in rwanda in the 1990s when more than a million tutsis were killed in a genocide that went mostly unnoticed by the rest of the world. hotel owner paul rusesabagina houses over a thousand refuges in his hotel in attempt to save their lives.",8.62,2004-09-11,38000000,121.0,Released,7.5,805.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.2216297568053125,False,6037.5,lions gate films,united artists,2,1.1714285714285715
9536,0.0,150000000.0,118,tt0367594,en,charlie and the chocolate factory,"a young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.",8.62,2005-07-13,474968763,115.0,Released,6.7,3759.0,independent Movie,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.1816394170924474,True,25185.3,village roadshow pictures,the zanuck company,1,2.16645842
9541,0.0,50000000.0,421,tt0362270,en,the life aquatic with steve zissou,wes anderson’s incisive quirky comedy build up stars complex characters like in ‘the royal tenenbaums’ with bill murray on in the leading role. an ocean adventure documentary film maker zissou is put in all imaginable life situations and a tough life crisis as he attempts to make a new film about capturing the creature that caused him pain.,6.936677,2004-12-10,34808403,119.0,Released,7.1,781.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.6681077187895658,False,5545.099999999999,touchstone pictures,american empirical pictures,7,-0.30383194
9542,0.0,116000000.0,2567,tt0338751,en,the aviator,"a biopic depicting the life of filmmaker and aviation pioneer howard hughes from 1927 to 1947, during which time he became a successful film producer and an aviation magnate, while simultaneously growing more unstable due to severe obsessive-compulsive disorder.",8.62,2004-12-17,102000000,170.0,Released,7.0,1526.0,independent Movie,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1.155893943572011,False,10682.0,miramax films,appian way,1,-0.1206896551724138
9543,0.0,70000000.0,9833,tt0293508,en,the phantom of the opera,"deformed since birth, a bitter man known only as the phantom lives in the sewers underneath the paris opera house. he falls in love with the obscure chorus singer christine, and privately tutors her while terrorizing the rest of the opera house and demanding christine be given lead roles. things get worse when christine meets back up with her childhood acquaintance raoul and the two fall in love",7.682562,2004-12-08,154648887,143.0,Released,7.0,448.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.7922528226338836,False,3136.0,odyssey entertainment,warner bros.,2,1.2092698142857143
